DATE: 2018/06/07
TIME: 06:32:07
Frequency(Hz),	I(V),	Q(V)
355340000.00,-0.171387,-0.333443
355348163.00,-0.171616,-0.332609
355356326.00,-0.172717,-0.333379
355364489.00,-0.173108,-0.333442
355372653.00,-0.173055,-0.333601
355380816.00,-0.173215,-0.333363
355388979.00,-0.175150,-0.333411
355397142.00,-0.174523,-0.334350
355405306.00,-0.174267,-0.335151
355413469.00,-0.174122,-0.335167
355421632.00,-0.175918,-0.334479
355429795.00,-0.176384,-0.335913
355437959.00,-0.176155,-0.335654
355446122.00,-0.177015,-0.336849
355454285.00,-0.177449,-0.336584
355462448.00,-0.178812,-0.336737
355470612.00,-0.179065,-0.337044
355478775.00,-0.179220,-0.336669
355486938.00,-0.180531,-0.337608
355495102.00,-0.182141,-0.336965
355503265.00,-0.183512,-0.337106
355511428.00,-0.187327,-0.337133
355519591.00,-0.190198,-0.335704
355527755.00,-0.196954,-0.334566
355535918.00,-0.215075,-0.324935
355544081.00,-0.180144,-0.172512
355552244.00,-0.132725,-0.334276
355560408.00,-0.155153,-0.340570
355568571.00,-0.163543,-0.340892
355576734.00,-0.167150,-0.342181
355584897.00,-0.168995,-0.341583
355593061.00,-0.171850,-0.342938
355601224.00,-0.173057,-0.342928
355609387.00,-0.174143,-0.343225
355617551.00,-0.174571,-0.343653
355625714.00,-0.175681,-0.344114
355633877.00,-0.176571,-0.344103
355642040.00,-0.177152,-0.344379
355650204.00,-0.177396,-0.344445
355658367.00,-0.177344,-0.344578
355666530.00,-0.178888,-0.344749
355674693.00,-0.178370,-0.344743
355682857.00,-0.179278,-0.344930
355691020.00,-0.180349,-0.345601
355699183.00,-0.180784,-0.345814
355707346.00,-0.181883,-0.345862
355715510.00,-0.182392,-0.345785
355723673.00,-0.182166,-0.345638
355731836.00,-0.182268,-0.346779
355740000.00,-0.183220,-0.347124
