DATE: 2018/06/07
TIME: 07:10:15
Frequency(Hz),	I(V),	Q(V)
355340000.00,-0.210801,-0.290070
355348163.00,-0.210888,-0.291858
355356326.00,-0.210673,-0.290937
355364489.00,-0.209773,-0.291607
355372653.00,-0.211527,-0.290660
355380816.00,-0.211008,-0.290991
355388979.00,-0.212136,-0.291820
355397142.00,-0.212544,-0.291786
355405306.00,-0.212136,-0.291721
355413469.00,-0.212550,-0.292617
355421632.00,-0.212581,-0.291729
355429795.00,-0.213056,-0.292527
355437959.00,-0.212984,-0.292706
355446122.00,-0.213412,-0.292748
355454285.00,-0.213967,-0.293732
355462448.00,-0.214898,-0.292559
355470612.00,-0.214531,-0.293539
355478775.00,-0.215359,-0.293146
355486938.00,-0.215642,-0.293434
355495102.00,-0.216551,-0.293067
355503265.00,-0.217133,-0.291976
355511428.00,-0.218863,-0.293569
355519591.00,-0.220415,-0.293737
355527755.00,-0.224673,-0.290991
355535918.00,-0.233006,-0.287759
355544081.00,-0.228614,-0.214448
355552244.00,-0.191291,-0.292024
355560408.00,-0.202500,-0.295094
355568571.00,-0.207016,-0.295939
355576734.00,-0.207623,-0.296060
355584897.00,-0.209834,-0.295559
355593061.00,-0.211867,-0.295445
355601224.00,-0.211134,-0.295314
355609387.00,-0.212048,-0.295832
355617551.00,-0.212645,-0.295753
355625714.00,-0.212952,-0.295833
355633877.00,-0.212755,-0.296779
355642040.00,-0.212939,-0.296687
355650204.00,-0.213881,-0.297137
355658367.00,-0.214624,-0.296924
355666530.00,-0.214461,-0.296708
355674693.00,-0.214165,-0.296964
355682857.00,-0.215144,-0.297556
355691020.00,-0.216116,-0.296793
355699183.00,-0.215354,-0.297462
355707346.00,-0.216772,-0.298113
355715510.00,-0.215513,-0.296869
355723673.00,-0.217015,-0.297921
355731836.00,-0.215562,-0.298079
355740000.00,-0.216773,-0.297246
