DATE: 2018/06/07
TIME: 06:38:21
Frequency(Hz),	I(V),	Q(V)
341208026.00,-0.220474,-0.293671
341259308.00,-0.221806,-0.294357
341310590.00,-0.222695,-0.295153
341361872.00,-0.224434,-0.295709
341413154.00,-0.224904,-0.296570
341464436.00,-0.226311,-0.297002
341515718.00,-0.227282,-0.296943
341567000.00,-0.228987,-0.297346
341618282.00,-0.229344,-0.297950
341669564.00,-0.230679,-0.298510
341720846.00,-0.231303,-0.298764
341772128.00,-0.233011,-0.298877
341823410.00,-0.234177,-0.299371
341874692.00,-0.235413,-0.299827
341925974.00,-0.236733,-0.299938
341977256.00,-0.237928,-0.299919
342028538.00,-0.238947,-0.300034
342079820.00,-0.240793,-0.299855
342131102.00,-0.242699,-0.299268
342182384.00,-0.247055,-0.295909
342233667.00,-0.237846,-0.306587
342284949.00,-0.242685,-0.303519
342336231.00,-0.244726,-0.302829
342387513.00,-0.246125,-0.302994
342438795.00,-0.247518,-0.303099
342490077.00,-0.248858,-0.303040
342541359.00,-0.250024,-0.302961
342592641.00,-0.251536,-0.303181
342643923.00,-0.253109,-0.302994
342695205.00,-0.254393,-0.302487
342746487.00,-0.255387,-0.302766
342797769.00,-0.256740,-0.302950
342849051.00,-0.258410,-0.302613
342900333.00,-0.259461,-0.302378
342951615.00,-0.260457,-0.302333
343002897.00,-0.262025,-0.301878
343054179.00,-0.263018,-0.302153
343105461.00,-0.264300,-0.301905
343156743.00,-0.266062,-0.301318
343208026.00,-0.267239,-0.300925
