DATE: 2018/06/07
TIME: 06:51:16
Frequency(Hz),	I(V),	Q(V)
355485918.00,-0.176576,-0.333274
355488482.00,-0.176678,-0.333057
355491046.00,-0.177211,-0.333364
355493610.00,-0.177688,-0.333064
355496174.00,-0.178361,-0.332946
355498738.00,-0.179150,-0.333500
355501302.00,-0.179150,-0.333257
355503866.00,-0.179856,-0.332771
355506430.00,-0.180449,-0.333014
355508994.00,-0.181494,-0.333229
355511559.00,-0.182091,-0.332738
355514123.00,-0.182895,-0.332798
355516687.00,-0.184585,-0.333034
355519251.00,-0.185662,-0.332109
355521815.00,-0.186787,-0.331765
355524379.00,-0.189548,-0.331064
355526943.00,-0.191884,-0.330454
355529507.00,-0.194904,-0.329391
355532071.00,-0.198935,-0.327509
355534635.00,-0.205252,-0.324107
355537200.00,-0.214731,-0.317984
355539764.00,-0.230042,-0.302560
355542328.00,-0.248490,-0.251461
355544892.00,-0.110893,-0.184479
355547456.00,-0.081192,-0.289298
355550020.00,-0.110836,-0.323259
355552584.00,-0.128603,-0.332534
355555148.00,-0.138855,-0.335681
355557712.00,-0.144955,-0.336879
355560276.00,-0.149372,-0.337471
355562841.00,-0.152722,-0.337995
355565405.00,-0.155615,-0.338293
355567969.00,-0.157876,-0.338457
355570533.00,-0.159469,-0.338781
355573097.00,-0.160574,-0.338725
355575661.00,-0.162026,-0.339124
355578225.00,-0.162717,-0.338856
355580789.00,-0.163867,-0.338963
355583353.00,-0.164654,-0.338859
355585918.00,-0.165015,-0.338741
