DATE: 2018/06/07
TIME: 07:19:24
Frequency(Hz),	I(V),	Q(V)
331430000.00,-0.306570,-0.258183
331438163.00,-0.306606,-0.257738
331446326.00,-0.306862,-0.257553
331454489.00,-0.306581,-0.257382
331462653.00,-0.306823,-0.256945
331470816.00,-0.306546,-0.256447
331478979.00,-0.306501,-0.255801
331487142.00,-0.306639,-0.256331
331495306.00,-0.307340,-0.256462
331503469.00,-0.306361,-0.255830
331511632.00,-0.306556,-0.256080
331519795.00,-0.306950,-0.255397
331527959.00,-0.306283,-0.255540
331536122.00,-0.307182,-0.255519
331544285.00,-0.306280,-0.254741
331552448.00,-0.305444,-0.253521
331560612.00,-0.306454,-0.253394
331568775.00,-0.305847,-0.253525
331576938.00,-0.305091,-0.253367
331585102.00,-0.305231,-0.252555
331593265.00,-0.304782,-0.252485
331601428.00,-0.303941,-0.251285
331609591.00,-0.302945,-0.251467
331617755.00,-0.300912,-0.250144
331625918.00,-0.298382,-0.249434
331634081.00,-0.286409,-0.247117
331642244.00,-0.287205,-0.333772
331650408.00,-0.321530,-0.265668
331658571.00,-0.315828,-0.258903
331666734.00,-0.313247,-0.256770
331674897.00,-0.311737,-0.255337
331683061.00,-0.311012,-0.254321
331691224.00,-0.311017,-0.254108
331699387.00,-0.310360,-0.252985
331707551.00,-0.311207,-0.252703
331715714.00,-0.309989,-0.252279
331723877.00,-0.309859,-0.252091
331732040.00,-0.310882,-0.251920
331740204.00,-0.310819,-0.252387
331748367.00,-0.310211,-0.250873
331756530.00,-0.309656,-0.251313
331764693.00,-0.309668,-0.251035
331772857.00,-0.309846,-0.250199
331781020.00,-0.309122,-0.250355
331789183.00,-0.309169,-0.250596
331797346.00,-0.309242,-0.249871
331805510.00,-0.309130,-0.250425
331813673.00,-0.308869,-0.248955
331821836.00,-0.308855,-0.249067
331830000.00,-0.308583,-0.248983
