DATE: 2018/06/07
TIME: 07:05:09
Frequency(Hz),	I(V),	Q(V)
354543986.00,-0.144385,-0.296162
354595268.00,-0.145164,-0.298346
354646550.00,-0.146769,-0.300326
354697832.00,-0.147771,-0.303009
354749114.00,-0.148721,-0.304901
354800396.00,-0.149589,-0.307237
354851678.00,-0.151160,-0.309545
354902960.00,-0.152473,-0.311291
354954242.00,-0.153840,-0.313813
355005524.00,-0.155191,-0.315937
355056806.00,-0.156727,-0.318288
355108088.00,-0.158368,-0.320091
355159370.00,-0.160133,-0.321668
355210652.00,-0.161647,-0.324050
355261934.00,-0.163693,-0.326045
355313216.00,-0.165949,-0.328042
355364498.00,-0.168129,-0.329923
355415780.00,-0.170576,-0.331643
355467062.00,-0.174165,-0.333134
355518344.00,-0.184935,-0.332263
355569627.00,-0.158954,-0.338052
355620909.00,-0.170445,-0.339355
355672191.00,-0.174314,-0.340735
355723473.00,-0.177266,-0.342886
355774755.00,-0.179784,-0.344269
355826037.00,-0.182639,-0.345729
355877319.00,-0.184732,-0.346787
355928601.00,-0.187005,-0.348435
355979883.00,-0.189600,-0.349793
356031165.00,-0.191718,-0.350805
356082447.00,-0.194269,-0.352349
356133729.00,-0.196570,-0.353439
356185011.00,-0.198738,-0.354681
356236293.00,-0.201243,-0.356026
356287575.00,-0.203232,-0.356939
356338857.00,-0.206462,-0.358066
356390139.00,-0.208747,-0.359085
356441421.00,-0.211605,-0.359811
356492703.00,-0.214210,-0.360801
356543986.00,-0.216414,-0.361516
