0.336914607,,,,,,
0.215,-1.09842E-16,1.82933E-07,93445.66161,386.6860843,2.5911E-17,1.29381E-18
0.25,-5.05764E-05,8.68769E-08,73563.87301,316.4803959,3.00651E-17,3.23277E-19
0.275,-0.000139156,7.26872E-09,63604.3331,795.3786089,3.05313E-17,9.26509E-19
0.3,-0.000298728,4.84428E-09,42964.61425,121.5903258,2.96673E-17,1.04645E-18
0.325,-0.000565294,2.54921E-07,27603.73603,159.2580762,3.68443E-17,2.19982E-18
0.35,-0.000958846,3.13007E-07,19018.98151,202.7724188,7.01963E-17,1.98326E-17
