0.324557123						
6.5	3.42E-17	4.33E-07	63409.47746	924.0182833	7.23E-17	1.20E-18
6.75	-1.66E-05	4.65E-08	60617.06475	815.8267098	7.02E-17	1.66E-18
7.1	-3.82E-05	7.30E-07	54553.67881	354.466295	7.42E-17	1.26E-18
7.6	-7.24E-05	1.48E-06	50892.55777	673.6102526	7.54E-17	2.89E-18
8.1	-0.000111806	1.03E-06	44570.23453	479.6399155	8.61E-17	4.18E-18
8.7	-0.000155352	2.19E-06	41752.2635	356.5023816	8.15E-17	2.35E-18
9.3	-0.000205071	1.80E-06	39555.17793	993.7390539	8.78E-17	9.51E-19
10.2	-0.000280552	2.51E-06	32230.79701	435.7130061	9.76E-17	2.60E-18
11.2	-0.000372254	6.61E-07	26353.42055	103.1374038	1.27E-16	2.63E-17
