"; Fig 4, Sxx vs T_stage"
"; Temp, Sxx, sigma(Sxx)"
0.21300001   2.1348958e-17   1.6182373e-18
0.22500001   2.3151119e-17   1.7292262e-18
0.25000000   3.3760155e-17   1.7178546e-18
0.27500001   3.9041305e-17   3.7833633e-18
0.30000001   5.0851221e-17   6.6792896e-18
0.32500002   5.4271643e-17   6.7496988e-18
