2.149999999999999967e-01,3.556147369249874949e+08,-1.075795260163449985e-07,2.265375009684938252e-17
2.149999999999999967e-01,3.556147594607584476e+08,-4.420822503151643842e-08,2.132369196858973205e-17
2.149999999999999967e-01,3.556147751818564534e+08,0.000000000000000000e+00,2.252434315243992680e-17
2.149999999999999967e-01,3.556147237941571474e+08,-1.445038364329272963e-07,2.134992985560666409e-17
2.250000000000000056e-01,3.556117875419502854e+08,-8.401337949583637728e-06,2.599425252727183642e-17
2.250000000000000056e-01,3.556118256594449878e+08,-8.294150348385553328e-06,2.420692164772032252e-17
2.250000000000000056e-01,3.556118167724111080e+08,-8.319140968854605485e-06,2.404694993640211216e-17
2.250000000000000056e-01,3.556117865692048669e+08,-8.404073340479730655e-06,2.377036661130585134e-17
2.500000000000000000e-01,3.555962960155765414e+08,-5.196400028784519987e-05,3.048000644098832502e-17
2.500000000000000000e-01,3.555962415182889104e+08,-5.211724838504016563e-05,2.796952297584345674e-17
2.500000000000000000e-01,3.555962938613811731e+08,-5.197005795338282766e-05,3.243498002091020747e-17
2.500000000000000000e-01,3.555963114034534097e+08,-5.192072909119601753e-05,3.232104680629014436e-17
2.750000000000000222e-01,3.555633995707663894e+08,-1.444698439871944923e-04,3.184425402569599173e-17
2.750000000000000222e-01,3.555634322512361407e+08,-1.443779454721942461e-04,3.249677463688523548e-17
2.750000000000000222e-01,3.555634398512714505e+08,-1.443565739324265389e-04,2.994794668118104635e-17
2.750000000000000222e-01,3.555634245159829259e+08,-1.443996972489894727e-04,2.969370177745463179e-17
2.999999999999999889e-01,3.555022834707345963e+08,-3.163302510823136067e-04,3.440299686993627566e-17
2.999999999999999889e-01,3.555023838908166289e+08,-3.160478666341946558e-04,3.483504340654174060e-17
2.999999999999999889e-01,3.555023616382094026e+08,-3.161104416698213020e-04,3.487675999623327260e-17
2.999999999999999889e-01,3.555025117521092892e+08,-3.156883166335096714e-04,3.313625235018795929e-17
3.250000000000000111e-01,3.554033010426387191e+08,-5.946719708414516768e-04,3.580019883731508029e-17
3.250000000000000111e-01,3.554033208691218495e+08,-5.946162181435489741e-04,3.524048944369315577e-17
3.250000000000000111e-01,3.554033086183265448e+08,-5.946506677675796829e-04,3.621766421075470499e-17
3.250000000000000111e-01,3.554032097143859267e+08,-5.949287887780677032e-04,3.288487876285660905e-17
