6.650000000000000355e+00,3.316379308286064863e+08,-1.782556190953841147e-07,7.532084542176731045e-17
6.650000000000000355e+00,3.316379346525041461e+08,-1.667252824761884991e-07,7.176460632609465986e-17
6.650000000000000355e+00,3.316379253139510155e+08,-1.948841587622770081e-07,7.237077322939272649e-17
6.650000000000000355e+00,3.316379336365157366e+08,-1.697888289947518907e-07,7.202754975201835125e-17
6.650000000000000355e+00,3.316379899449416995e+08,0.000000000000000000e+00,6.702252281611769569e-17
6.650000000000000355e+00,3.316379466857940555e+08,-1.304408691272818918e-07,6.905109685944741752e-17
6.650000000000000355e+00,3.316379101686362028e+08,-2.405523731160506064e-07,7.106915917856199164e-17
7.099999999999999645e+00,3.316308249052412510e+08,-2.160500279729125198e-05,7.235755722399352138e-17
7.099999999999999645e+00,3.316274381755617857e+08,-3.181713102791873667e-05,6.869863488064202820e-17
7.099999999999999645e+00,3.316274864100695848e+08,-3.167168777575345926e-05,7.730789110266326840e-17
7.099999999999999645e+00,3.316277686626611948e+08,-3.082060134968745265e-05,7.296472948994861317e-17
7.099999999999999645e+00,3.316275044093461037e+08,-3.161741390766672550e-05,7.506827204212518276e-17
7.450000000000000178e+00,3.316199360799604058e+08,-5.443847064774143816e-05,6.747273036795330157e-17
7.450000000000000178e+00,3.316191837200673819e+08,-5.670708858608099358e-05,7.858101552390857345e-17
7.450000000000000178e+00,3.316191873120797276e+08,-5.669625746161787599e-05,7.628055386287522551e-17
7.450000000000000178e+00,3.316193467284913063e+08,-5.621556340239648947e-05,6.716722204676876468e-17
7.450000000000000178e+00,3.316192341562148333e+08,-5.655500665041440745e-05,7.169172799853467298e-17
7.799999999999999822e+00,3.316125323593848348e+08,-7.676317650185730227e-05,7.227303821077724335e-17
7.799999999999999822e+00,3.316099607661024332e+08,-8.451739453589042570e-05,7.294888595656809735e-17
7.799999999999999822e+00,3.316100050115678906e+08,-8.438397958706389871e-05,7.752932712065480865e-17
7.799999999999999822e+00,3.316102943822315931e+08,-8.351142978132381823e-05,7.043283775050014223e-17
7.799999999999999822e+00,3.316100627623342276e+08,-8.420984161708492202e-05,7.437565123662177615e-17
8.449999999999999289e+00,3.315996052726321220e+08,-1.157426877299252179e-04,7.648578359513116608e-17
8.449999999999999289e+00,3.315930371740061641e+08,-1.355477125615146166e-04,7.798943407350414323e-17
8.449999999999999289e+00,3.315930442945157886e+08,-1.355262418318624947e-04,7.274109684623866082e-17
8.449999999999999289e+00,3.315929158479857445e+08,-1.359135512895799430e-04,7.630933078665992051e-17
8.449999999999999289e+00,3.315928714603626132e+08,-1.360473948915708932e-04,7.209883153230802909e-17
8.449999999999999289e+00,3.315929206857315302e+08,-1.358989638601165229e-04,7.621804309203472679e-17
8.449999999999999289e+00,3.315937193359117508e+08,-1.334907651481619768e-04,7.382929247903645316e-17
8.449999999999999289e+00,3.315932435661269426e+08,-1.349253709509746764e-04,7.244954023980274053e-17
9.000000000000000000e+00,3.315848548103630543e+08,-1.602202889586524235e-04,7.489377536292466037e-17
9.000000000000000000e+00,3.315771490222042799e+08,-1.834558300981150398e-04,8.281240623295458373e-17
9.000000000000000000e+00,3.315770987936221361e+08,-1.836072861546184662e-04,8.127393044532522615e-17
9.000000000000000000e+00,3.315780188285731673e+08,-1.808330715624242619e-04,7.812507524308620478e-17
9.000000000000000000e+00,3.315772712437866926e+08,-1.830872909496507285e-04,8.175822394051736149e-17
9.849999999999999645e+00,3.315639872034071088e+08,-2.231431373313913773e-04,6.454472488017403451e-17
9.849999999999999645e+00,3.315523700139159560e+08,-2.581728680720747605e-04,9.863821289731875621e-17
9.849999999999999645e+00,3.315522762958585620e+08,-2.584554595128490408e-04,1.004662553338629990e-16
9.849999999999999645e+00,3.315537294588562250e+08,-2.540736846808876203e-04,8.961416944338537014e-17
9.849999999999999645e+00,3.315526955282277465e+08,-2.571913330198193873e-04,7.855994457127957439e-17
