5.610000000000000320e+00,3.555451200645247102e+08,-9.764566542626021394e-08,2.238389472249257646e-17
5.610000000000000320e+00,3.555451454461580515e+08,-2.625773340148753576e-08,2.187933896570294537e-17
5.610000000000000320e+00,3.555451186763177514e+08,-1.015501117113517539e-07,2.439071760036052437e-17
5.610000000000000320e+00,3.555451547819679379e+08,0.000000000000000000e+00,2.027598643642636240e-17
5.750000000000000000e+00,3.555451120278779864e+08,-1.202493955450846114e-07,2.413615500191819685e-17
5.750000000000000000e+00,3.555451074309703708e+08,-1.331785764208037726e-07,2.534722836930667071e-17
5.750000000000000000e+00,3.555451095177496672e+08,-1.273093379616892033e-07,2.281448832856581277e-17
5.750000000000000000e+00,3.555450630691029429e+08,-2.579499783965389804e-07,2.406619712732120311e-17
5.950000000000000178e+00,3.555450141127756238e+08,-3.956436768218960881e-07,2.428657356228088095e-17
5.950000000000000178e+00,3.555449889608504176e+08,-4.663855358175794267e-07,2.561564361355840762e-17
5.950000000000000178e+00,3.555449686895387769e+08,-5.234002676121119103e-07,2.677556455329569300e-17
5.950000000000000178e+00,3.555450248255909681e+08,-3.655130022781715286e-07,2.427082542479255989e-17
6.650000000000000355e+00,3.555446700369318724e+08,-1.363385295920683164e-06,2.588539264600917177e-17
6.650000000000000355e+00,3.555446554188607931e+08,-1.404499823520471203e-06,2.605687574420001988e-17
6.650000000000000355e+00,3.555446852963594794e+08,-1.320466900319378957e-06,2.760150322316505146e-17
6.650000000000000355e+00,3.555446262504597902e+08,-1.486538351146507870e-06,2.850297664526656010e-17
7.099999999999999645e+00,3.555443266062362194e+08,-2.329312382913514978e-06,3.382037680715523836e-17
7.099999999999999645e+00,3.555442924262463450e+08,-2.425446416564805301e-06,3.142659393917526995e-17
7.099999999999999645e+00,3.555443234279444814e+08,-2.338251589917987372e-06,2.907995841037972386e-17
7.099999999999999645e+00,3.555443189570421576e+08,-2.350826370543150297e-06,2.893574477478149079e-17
7.450000000000000178e+00,3.555439998796007037e+08,-3.248257926457905103e-06,3.185607226895394978e-17
7.450000000000000178e+00,3.555439652848516107e+08,-3.345558504535731426e-06,3.187080083341169997e-17
7.450000000000000178e+00,3.555439569752213359e+08,-3.368930023351304595e-06,3.650510951022033626e-17
7.450000000000000178e+00,3.555439291431899071e+08,-3.447209901601597131e-06,3.495807921840837348e-17
7.799999999999999822e+00,3.555435900117114782e+08,-4.401045086437142005e-06,3.428378694167972080e-17
7.799999999999999822e+00,3.555435584303539395e+08,-4.489870252844111607e-06,3.531027885363231196e-17
7.799999999999999822e+00,3.555435528422105908e+08,-4.505587365772061549e-06,3.773315169858035339e-17
7.799999999999999822e+00,3.555435230489649773e+08,-4.589383320274227027e-06,3.522637086371626936e-17
